"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Y","cluster_kmedoids"
"2",2,1,2,4,6,3,1,1,1,1,1,"2","4"
"3",1,1,2,4,6,9,2,1,1,1,1,"5","4"
"4",1,1,2,4,6,2,2,1,1,1,1,"5","4"
"5",1,1,3,4,6,3,2,2,1,1,2,"5","4"
"6",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"7",2,1,2,4,2,2,1,1,1,1,1,"3","5"
"9",2,1,2,4,6,3,1,1,1,1,1,"2","4"
"11",1,1,2,4,5,5,1,1,1,3,1,"4","3"
"12",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"13",1,2,2,4,6,3,1,1,1,1,2,"1","4"
"14",3,1,2,4,6,3,1,1,1,1,1,"3","4"
"15",3,1,2,4,6,3,1,1,1,1,1,"1","4"
"18",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"19",1,1,2,3,2,3,1,1,1,1,1,"4","5"
"20",1,1,2,4,6,3,1,1,1,1,1,"3","4"
"22",1,1,2,4,2,2,1,1,1,1,1,"3","5"
"23",1,1,2,4,6,3,1,1,1,1,1,"2","4"
"24",1,1,2,5,5,3,1,1,1,3,1,"2","3"
"26",2,1,2,6,2,3,2,1,1,1,1,"4","5"
"27",1,1,2,4,2,3,1,1,1,1,1,"2","5"
"28",1,1,2,4,6,2,1,1,1,1,2,"5","4"
"29",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"31",1,1,1,4,6,2,1,1,1,1,1,"2","4"
"32",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"33",2,1,2,4,2,3,1,1,1,1,1,"2","5"
"34",2,1,2,4,2,3,1,1,1,1,2,"2","5"
"35",3,1,2,4,2,3,1,1,1,1,1,"4","5"
"36",1,1,2,4,6,2,1,1,1,1,1,"5","4"
"37",1,1,2,4,6,3,2,1,1,1,2,"3","4"
"39",1,1,2,4,6,3,1,1,1,1,1,"2","4"
"40",2,1,2,4,6,3,1,1,1,1,1,"3","4"
"41",2,1,2,4,2,3,1,1,1,1,1,"2","5"
"43",1,1,2,4,6,2,1,1,1,1,1,"2","4"
"44",1,1,2,4,2,3,1,1,1,1,2,"2","5"
"45",1,1,2,5,6,5,1,1,1,1,1,"5","4"
"49",3,1,2,4,6,8,2,1,1,1,1,"1","4"
"50",1,1,2,4,6,5,1,1,1,1,2,"2","4"
"51",3,1,2,4,2,3,1,1,1,1,1,"3","5"
"52",1,1,2,4,2,2,1,1,1,1,1,"3","5"
"53",1,1,2,4,2,3,1,1,1,1,1,"3","5"
"55",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"58",2,2,2,4,6,3,2,1,1,1,1,"1","4"
"59",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"60",1,1,4,4,2,5,1,3,1,1,2,"2","5"
"61",1,1,2,4,2,3,2,1,1,1,1,"4","5"
"63",2,1,2,4,2,3,1,1,1,1,1,"4","5"
"66",1,1,2,4,5,3,1,1,1,1,1,"5","4"
"67",1,1,2,4,2,3,1,1,1,1,1,"2","5"
"68",2,1,2,4,2,2,1,1,1,1,1,"4","5"
"69",2,1,2,4,2,3,1,1,1,1,1,"1","5"
"70",1,1,2,5,6,3,1,1,1,1,1,"3","4"
"72",2,1,2,4,2,3,1,1,1,1,1,"4","5"
"73",1,1,2,4,2,3,1,1,1,1,1,"3","5"
"74",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"75",3,1,3,4,6,2,1,1,1,3,2,"1","3"
"76",1,1,2,4,2,2,1,1,1,1,1,"4","5"
"77",2,1,2,4,6,3,2,1,1,1,1,"3","4"
"78",1,1,2,4,6,3,2,1,1,1,1,"5","4"
"81",1,1,2,4,2,3,1,1,1,1,1,"3","5"
"82",1,1,2,4,6,3,1,1,1,1,2,"2","4"
"83",1,1,2,4,6,3,1,1,1,1,2,"5","4"
"84",1,1,2,4,2,3,2,1,1,1,2,"2","5"
"87",1,1,2,4,2,3,1,1,1,1,1,"3","5"
"89",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"90",2,1,2,4,2,3,1,1,1,1,1,"2","5"
"91",2,1,2,4,6,3,1,1,1,1,1,"3","4"
"96",2,1,2,4,2,2,1,1,1,1,1,"3","5"
"97",1,1,2,6,6,3,2,1,1,1,2,"3","4"
"98",2,1,2,4,2,2,1,1,1,1,1,"3","5"
"99",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"101",2,1,2,4,2,3,1,1,1,1,1,"3","5"
"102",2,1,2,4,2,3,1,1,1,1,1,"4","5"
"104",1,1,2,4,6,3,1,1,1,3,1,"2","3"
"105",1,1,2,4,2,3,1,1,1,1,2,"2","5"
"106",2,1,2,4,6,3,1,1,1,3,1,"5","3"
"107",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"108",2,1,2,4,5,3,1,1,1,3,2,"2","3"
"113",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"116",1,1,2,4,6,3,1,1,1,1,2,"2","4"
"121",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"122",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"123",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"124",1,1,2,4,6,3,2,1,1,1,2,"2","4"
"129",1,1,2,4,6,3,2,1,1,1,1,"5","4"
"130",1,1,2,4,6,3,1,1,1,1,2,"2","4"
"133",1,3,2,6,6,3,2,1,1,1,2,"5","4"
"134",2,1,2,4,2,2,1,1,1,1,1,"3","5"
"135",1,1,2,5,2,3,1,1,1,1,1,"4","5"
"136",2,1,2,4,2,3,1,1,1,1,1,"3","5"
"137",1,3,2,6,5,9,2,1,1,3,2,"5","3"
"138",1,1,2,4,2,3,1,1,1,1,1,"2","5"
"139",1,1,2,4,2,2,1,1,1,1,1,"4","5"
"142",2,1,2,4,2,3,1,1,1,1,1,"3","5"
"143",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"144",1,1,2,4,5,9,2,1,1,3,2,"5","3"
"145",2,1,2,4,6,3,1,1,1,1,1,"5","4"
"147",1,1,2,4,2,2,1,1,1,1,1,"4","5"
"148",2,1,2,4,5,3,1,1,1,1,1,"5","4"
"149",3,1,2,4,2,3,1,1,1,1,1,"1","5"
"153",1,3,6,4,5,5,2,1,1,3,2,"5","2"
"154",1,1,2,4,2,3,1,1,1,1,1,"2","5"
"155",1,1,2,4,2,3,2,1,1,1,2,"3","5"
"156",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"158",2,1,2,4,6,3,2,1,1,1,1,"2","4"
"159",1,1,2,4,6,3,1,1,1,1,2,"1","4"
"162",1,1,2,4,6,3,2,1,1,1,1,"5","4"
"163",2,1,2,4,2,2,1,1,1,1,1,"2","5"
"165",1,1,2,4,6,9,2,1,1,1,1,"5","4"
"166",1,1,2,4,2,5,1,1,1,1,1,"2","5"
"170",2,1,2,4,6,3,1,1,1,1,1,"3","4"
"172",2,1,2,4,6,3,1,1,1,1,1,"2","4"
"173",1,1,2,5,2,2,1,1,1,1,1,"3","5"
"174",1,1,2,5,6,3,2,1,1,1,1,"2","4"
"175",2,1,2,4,6,3,1,1,1,1,1,"2","4"
"176",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"179",1,1,2,4,2,3,1,1,1,1,1,"3","5"
"181",1,1,2,4,6,3,2,1,1,3,1,"4","3"
"183",2,1,2,4,2,3,1,1,1,1,1,"2","5"
"184",2,1,2,4,6,3,2,1,1,1,1,"2","4"
"187",1,1,2,4,6,3,1,1,1,1,1,"3","4"
"188",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"189",1,1,2,5,6,3,2,1,1,3,2,"1","3"
"190",1,1,2,4,6,3,1,1,1,1,2,"1","4"
"192",2,1,2,4,6,3,1,1,1,1,1,"2","4"
"193",1,1,2,4,6,3,1,1,1,3,1,"2","3"
"194",1,1,2,4,6,3,1,1,1,1,1,"2","4"
"196",1,1,2,4,6,3,1,1,1,1,1,"2","4"
"197",2,1,2,4,2,3,1,1,1,1,1,"4","5"
"198",1,1,2,3,6,3,1,1,1,1,1,"5","4"
"201",1,2,2,5,8,3,2,1,1,3,2,"2","3"
"202",2,3,2,4,6,5,2,1,1,4,1,"2","3"
"203",1,1,2,4,6,5,1,1,1,1,1,"2","4"
"204",1,1,2,4,2,3,2,1,1,1,2,"2","5"
"205",2,1,3,4,2,3,1,1,1,1,1,"4","5"
"206",2,1,2,4,6,2,1,1,1,1,1,"2","4"
"207",2,1,2,4,6,3,1,1,1,1,1,"2","4"
"208",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"209",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"210",1,1,2,4,2,3,2,1,1,1,2,"3","5"
"211",1,1,2,4,2,3,1,1,1,1,2,"2","5"
"212",1,1,2,4,5,5,2,1,1,3,2,"4","3"
"213",2,1,2,5,2,3,1,1,1,1,1,"2","5"
"216",1,1,2,4,2,3,1,1,1,1,1,"2","5"
"217",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"218",2,1,2,3,6,2,1,1,1,1,1,"3","4"
"219",2,1,2,4,2,3,1,1,1,1,1,"1","5"
"222",2,1,2,4,2,3,1,1,1,1,1,"3","5"
"223",2,1,2,4,2,3,1,1,1,1,1,"2","5"
"224",2,1,2,4,6,2,1,1,1,1,1,"1","4"
"226",2,1,2,4,2,3,1,1,1,1,1,"2","5"
"227",1,1,2,4,2,3,1,1,1,1,1,"3","5"
"228",1,4,2,4,8,5,2,1,4,3,2,"5","3"
"229",2,1,2,4,6,3,1,1,1,1,1,"2","4"
"231",2,1,2,4,2,3,1,1,1,1,1,"2","5"
"232",3,1,2,4,6,5,1,1,1,1,1,"2","4"
"233",3,1,2,4,6,3,1,1,1,1,1,"2","4"
"234",1,1,2,4,2,5,2,1,1,1,2,"2","5"
"235",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"236",1,1,3,4,2,3,1,2,1,1,1,"3","5"
"237",1,1,2,4,6,3,1,1,1,1,1,"2","4"
"239",1,1,2,4,2,2,1,1,1,1,1,"2","5"
"240",1,1,2,4,6,5,2,1,1,1,2,"5","4"
"241",2,1,2,4,6,3,1,1,1,1,1,"2","4"
"245",1,1,2,4,2,3,1,1,1,1,1,"3","5"
"246",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"247",2,1,2,4,6,3,1,1,1,1,2,"2","4"
"248",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"249",3,1,3,4,6,3,1,1,1,1,1,"2","4"
"250",1,1,2,4,6,9,1,1,1,1,1,"5","4"
"252",3,1,2,4,2,3,1,1,1,1,1,"3","5"
"253",1,1,3,4,2,3,2,1,1,1,1,"3","5"
"254",1,1,3,4,6,3,1,2,1,1,1,"5","4"
"256",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"257",2,1,2,4,6,2,1,1,1,1,1,"2","4"
"258",1,1,2,4,6,3,1,1,1,1,1,"3","4"
"259",2,1,2,4,6,3,1,1,1,1,1,"2","4"
"263",2,1,2,4,6,3,1,1,1,1,2,"1","4"
"264",1,1,2,4,2,8,1,1,1,1,1,"4","5"
"266",2,1,2,4,2,3,1,1,1,1,1,"4","5"
"268",1,1,2,4,6,3,1,1,1,1,1,"3","4"
"269",1,1,2,4,2,3,1,1,1,1,2,"3","5"
"270",1,1,2,4,2,3,1,1,1,1,1,"2","5"
"271",1,1,2,4,6,3,1,1,1,1,1,"2","4"
"272",1,1,2,4,2,3,1,1,1,1,1,"2","5"
"273",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"275",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"276",1,1,2,4,2,3,1,1,1,1,1,"3","5"
"279",1,1,2,4,6,3,1,1,1,1,1,"2","4"
"280",1,1,2,4,6,3,2,1,1,1,1,"5","4"
"282",2,1,3,3,6,3,1,2,1,1,1,"3","4"
"283",2,1,2,4,2,2,1,1,1,1,1,"4","5"
"284",1,1,2,4,2,2,1,1,1,1,1,"4","5"
"285",1,1,2,4,6,3,1,1,1,1,1,"2","4"
"286",2,1,2,4,2,3,1,1,1,1,1,"2","5"
"287",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"288",2,1,2,4,2,3,1,1,1,1,1,"4","5"
"290",2,1,2,4,8,3,1,1,1,3,2,"1","3"
"291",3,1,2,4,6,2,1,1,1,1,1,"2","4"
"292",2,1,2,4,2,3,1,1,1,1,1,"2","5"
"295",1,1,2,4,6,3,1,1,1,1,2,"5","4"
"296",1,4,2,5,6,3,1,1,4,1,2,"5","4"
"298",2,1,2,4,2,3,1,1,1,1,1,"2","5"
"300",2,1,2,4,2,2,1,1,1,1,1,"2","5"
"301",2,1,2,4,6,3,1,1,1,1,2,"1","4"
"302",1,1,2,4,2,2,1,1,1,1,1,"4","5"
"303",2,1,2,4,2,3,1,1,1,1,1,"2","5"
"309",1,1,2,4,6,3,1,1,1,1,1,"3","4"
"310",1,1,2,4,6,3,2,1,1,1,1,"2","4"
"311",1,1,2,4,6,5,2,1,1,3,1,"2","3"
"312",1,1,2,4,6,3,1,1,1,1,1,"3","4"
"313",1,1,2,4,6,3,2,1,1,1,1,"5","4"
"315",2,1,2,4,6,3,1,1,1,1,1,"2","4"
"316",1,1,2,4,2,3,2,1,1,1,1,"4","5"
"317",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"319",1,1,2,4,6,3,2,1,1,1,2,"2","4"
"323",1,1,2,4,6,2,1,1,1,3,1,"2","3"
"324",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"325",2,1,2,4,6,3,1,1,1,1,1,"1","4"
"326",1,1,2,4,6,3,1,1,1,3,1,"2","3"
"328",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"329",1,1,5,4,6,3,2,3,1,1,2,"1","2"
"330",1,1,2,4,8,5,2,1,1,3,1,"5","3"
"331",3,1,2,4,2,2,1,3,1,1,1,"2","5"
"333",1,1,6,5,8,3,2,3,1,3,1,"1","2"
"339",1,1,2,4,6,2,2,1,1,1,1,"3","4"
"340",1,1,2,5,6,3,1,1,1,1,1,"2","4"
"341",1,1,2,4,1,2,1,1,1,1,1,"4","5"
"342",1,2,2,5,6,5,2,1,1,1,1,"1","4"
"344",1,1,2,5,6,3,1,1,1,3,2,"2","3"
"345",1,1,2,4,6,3,1,1,1,1,1,"3","4"
"347",1,1,2,5,8,3,1,1,1,3,1,"2","3"
"348",1,1,2,4,2,3,1,2,1,1,1,"3","5"
"349",1,2,2,5,6,3,1,1,1,1,2,"2","4"
"350",2,1,6,4,5,3,1,3,1,3,1,"5","2"
"351",3,1,2,3,6,3,1,1,1,1,1,"5","4"
"352",1,2,6,5,6,3,1,3,1,1,1,"1","2"
"353",2,1,2,4,6,3,1,1,1,3,1,"2","3"
"354",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"355",1,1,2,5,6,2,1,1,1,1,2,"3","4"
"357",3,1,2,5,2,3,1,1,1,1,1,"4","5"
"358",2,1,2,5,6,3,1,1,1,3,1,"2","3"
"359",1,1,6,5,8,3,1,3,1,3,2,"3","2"
"360",2,1,6,5,6,3,1,3,1,1,1,"1","2"
"361",2,1,2,5,6,3,1,1,1,3,2,"1","3"
"363",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"364",1,1,2,4,6,2,1,1,1,3,1,"5","3"
"366",1,1,2,4,6,2,1,1,1,1,1,"5","4"
"367",2,1,2,4,6,3,2,1,4,3,2,"5","3"
"368",1,1,2,5,6,2,1,1,1,3,1,"2","3"
"371",2,1,2,5,6,3,1,1,1,1,2,"1","4"
"372",1,1,2,4,8,3,1,1,1,3,1,"5","3"
"373",1,1,2,4,6,3,2,2,1,3,1,"4","3"
"374",1,1,2,4,4,3,1,1,1,1,2,"3","5"
"376",3,1,2,4,6,3,1,1,1,3,1,"5","3"
"377",3,2,2,4,6,2,1,1,1,3,1,"5","3"
"379",1,1,2,4,5,3,2,1,1,3,1,"2","3"
"380",1,1,2,3,6,2,1,1,1,1,1,"5","4"
"381",1,1,2,4,2,3,1,1,1,1,2,"4","5"
"383",1,1,2,5,6,3,2,1,1,4,1,"1","3"
"384",2,2,2,4,6,3,1,1,1,1,2,"1","4"
"385",1,1,2,3,1,2,1,1,1,1,1,"4","5"
"387",3,1,2,4,2,3,1,1,1,1,1,"2","5"
"388",2,1,2,4,5,2,1,1,1,3,1,"5","3"
"390",2,1,2,5,6,3,1,1,1,3,1,"1","3"
"391",1,1,2,5,6,9,2,1,1,1,1,"5","4"
"392",3,1,6,5,6,2,1,3,1,3,1,"5","2"
"395",3,1,2,3,8,2,1,1,1,3,1,"1","3"
"396",1,1,2,4,6,3,1,1,1,1,1,"2","4"
"397",1,1,2,4,6,2,1,1,1,1,1,"2","4"
"398",1,1,2,5,6,3,1,1,1,1,1,"3","4"
"399",1,2,2,5,6,3,2,2,1,1,1,"3","4"
"400",1,4,2,6,6,3,1,1,4,3,2,"5","3"
"401",1,1,6,3,6,3,1,3,1,1,1,"5","2"
"402",1,1,6,3,6,3,1,3,1,1,1,"5","2"
"403",2,1,2,3,6,2,1,1,1,1,1,"5","4"
"405",2,1,2,4,2,3,1,1,1,1,1,"1","5"
"406",1,1,2,3,5,2,1,1,1,3,2,"5","3"
"407",1,1,2,4,6,3,1,2,1,1,1,"3","4"
"408",2,1,2,4,6,2,1,1,1,1,1,"3","4"
"409",2,1,2,4,6,2,1,1,1,1,1,"5","4"
"410",1,1,2,5,6,3,1,1,1,3,1,"4","3"
"411",1,1,2,5,6,5,2,1,1,1,2,"2","4"
"412",1,1,2,5,8,3,1,1,1,3,1,"5","3"
"413",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"415",2,1,2,4,2,3,1,1,1,1,1,"3","5"
"416",1,2,2,3,6,3,1,1,1,1,1,"2","4"
"418",2,1,6,3,6,3,1,3,1,3,1,"5","2"
"419",1,1,6,3,6,3,1,3,1,3,1,"3","2"
"422",2,1,2,4,2,3,1,1,1,1,1,"4","5"
"423",2,1,6,5,8,3,1,3,1,3,1,"3","2"
"425",3,1,2,4,6,3,1,1,1,3,1,"2","3"
"426",1,1,2,4,2,3,1,1,1,1,1,"3","5"
"427",3,1,2,4,6,2,1,1,1,3,1,"2","3"
"428",1,1,2,4,6,3,1,1,1,1,1,"3","4"
"431",1,1,2,4,6,5,1,1,1,1,1,"2","4"
"432",1,1,2,5,6,3,2,1,1,3,1,"5","3"
"433",2,1,2,5,5,3,1,1,1,3,2,"2","3"
"434",1,1,2,5,6,5,1,1,1,1,1,"1","4"
"435",2,1,2,5,6,3,1,1,1,1,1,"5","4"
"436",1,1,2,4,6,3,1,2,1,1,2,"3","4"
"438",2,1,2,4,2,2,1,1,1,1,1,"4","5"
"439",1,1,2,4,6,3,1,1,1,1,1,"3","4"
"440",1,1,6,5,6,2,1,3,1,3,1,"4","2"
"443",1,1,2,5,6,3,1,1,1,3,1,"2","3"
"444",1,1,2,5,8,5,2,1,1,3,2,"2","3"
"445",2,1,2,3,2,3,1,2,1,1,1,"3","5"
"447",1,1,6,4,9,3,1,3,1,1,1,"1","2"
"448",1,1,2,4,6,3,1,1,1,1,1,"3","4"
"449",2,1,2,5,6,3,1,1,1,3,1,"5","3"
"450",2,1,3,5,6,2,1,2,1,3,1,"5","3"
"452",1,1,6,5,6,3,1,3,1,1,1,"5","2"
"453",3,2,6,5,5,3,2,3,1,3,2,"1","2"
"454",1,1,2,4,6,2,1,1,1,3,1,"5","3"
"455",1,1,2,4,6,9,2,1,1,3,2,"5","3"
"456",2,1,2,4,2,3,1,1,1,1,1,"4","5"
"457",1,1,2,5,2,3,1,2,1,1,1,"4","5"
"459",3,1,2,4,5,3,2,1,1,3,1,"4","3"
"460",1,2,6,6,6,9,2,3,1,1,2,"4","1"
"461",1,1,2,5,6,9,2,1,1,3,2,"4","3"
"462",2,1,2,3,8,3,1,1,1,3,1,"5","3"
"464",1,1,2,4,6,3,1,1,1,3,1,"4","3"
"465",1,1,2,3,6,5,1,1,1,3,1,"2","3"
"469",2,1,2,4,6,3,1,1,1,1,1,"2","4"
"470",1,1,2,4,6,3,2,1,1,3,2,"2","3"
"472",1,2,2,5,6,3,1,1,1,3,1,"5","3"
"474",3,1,6,5,6,3,1,3,1,3,1,"1","2"
"475",1,1,6,4,6,2,1,3,1,1,1,"5","2"
"477",2,1,2,5,8,8,2,1,1,3,1,"2","3"
"481",1,2,2,3,6,5,1,2,1,1,2,"3","4"
"482",2,1,2,4,2,2,1,2,1,1,2,"3","5"
"483",1,1,2,4,6,2,1,2,1,1,1,"5","4"
"484",1,1,2,4,6,3,1,2,1,1,1,"2","4"
"485",1,1,2,4,6,2,1,1,1,1,1,"5","4"
"486",2,2,2,5,6,3,1,1,1,3,1,"1","3"
"487",1,1,2,5,6,5,2,1,1,3,1,"2","3"
"488",2,1,2,3,6,3,2,1,1,3,2,"2","3"
"489",2,2,2,5,6,3,2,1,1,1,1,"1","4"
"490",2,1,2,4,2,2,1,1,1,1,1,"3","5"
"492",1,1,2,6,6,5,2,1,1,3,2,"4","3"
"494",1,1,2,4,6,3,2,1,1,1,1,"5","4"
"496",3,1,2,5,6,8,1,1,1,3,1,"2","3"
"497",2,1,2,4,2,3,1,1,1,1,1,"2","5"
"498",2,1,2,4,6,3,1,1,1,3,1,"4","3"
"499",1,1,2,5,6,3,1,1,1,3,2,"4","3"
"500",3,1,2,4,5,3,1,1,1,3,1,"1","3"
"501",2,1,2,5,6,3,1,1,1,3,1,"1","3"
"502",1,1,2,3,2,3,1,1,1,1,1,"3","5"
"504",1,1,3,4,2,2,1,2,1,1,1,"4","5"
"505",3,1,2,4,2,3,1,1,1,3,1,"4","5"
"506",3,1,2,4,6,3,1,1,1,1,1,"2","4"
"507",2,1,2,4,6,3,1,1,1,1,2,"3","4"
"508",2,1,2,4,6,2,1,1,1,3,1,"2","3"
"509",2,1,2,4,6,3,1,1,1,3,1,"2","3"
"510",2,2,2,5,6,3,1,1,1,1,2,"1","4"
"511",1,1,2,5,2,3,1,1,1,1,1,"2","5"
"512",3,1,2,4,2,3,1,1,1,1,1,"2","5"
"513",1,2,2,5,8,5,1,1,1,3,1,"2","3"
"514",2,2,2,5,6,3,1,1,1,1,1,"2","4"
"515",2,2,6,5,8,3,2,3,1,3,2,"1","2"
"516",2,1,2,4,8,3,1,1,1,3,1,"5","3"
"517",1,1,2,5,6,3,1,1,1,3,1,"2","3"
"518",1,2,2,6,6,3,2,1,1,3,1,"2","3"
"519",1,2,2,5,6,2,1,1,1,1,2,"2","4"
"520",1,1,2,4,6,3,1,3,1,1,1,"3","4"
"521",1,1,3,4,6,3,1,2,1,1,1,"5","4"
"522",2,1,2,3,6,3,1,1,1,3,1,"2","3"
"524",1,1,2,4,6,2,1,1,1,3,1,"5","3"
"525",1,1,2,4,6,2,1,1,1,3,1,"4","3"
"526",3,1,6,4,6,3,1,3,1,1,1,"4","2"
"529",1,1,2,5,6,3,1,1,1,3,2,"2","3"
"531",2,1,2,4,6,2,1,1,1,3,1,"5","3"
"532",1,2,2,5,5,2,1,1,1,3,1,"4","3"
"535",2,1,2,5,2,3,1,1,1,1,1,"4","5"
"536",2,1,2,5,8,3,2,1,1,3,1,"2","3"
"537",3,1,2,4,6,3,1,1,1,1,1,"2","4"
"538",1,1,6,3,6,3,1,3,1,1,1,"5","2"
"539",1,1,6,5,6,3,1,3,1,1,1,"4","2"
"540",1,1,2,6,5,2,1,1,1,3,1,"5","3"
"542",1,1,6,5,5,8,1,3,1,3,2,"5","1"
"543",3,1,4,3,6,3,1,1,1,1,2,"2","4"
"545",2,1,2,5,8,2,1,1,1,3,1,"2","3"
"546",1,1,2,4,6,3,1,2,1,1,2,"1","4"
"547",2,1,6,4,6,3,1,1,1,1,1,"2","4"
"550",3,1,2,4,6,2,1,1,1,1,1,"1","4"
"551",1,2,2,5,6,2,1,1,1,1,2,"1","4"
"553",1,1,2,4,6,3,1,1,1,3,1,"4","3"
"554",1,2,2,5,6,3,1,1,1,1,2,"2","4"
"555",2,1,2,4,6,3,1,1,1,1,1,"3","4"
"556",1,1,2,5,6,3,1,1,1,1,2,"5","4"
"557",1,1,2,3,6,2,1,1,1,1,1,"5","4"
"558",1,1,2,6,6,2,1,1,1,3,1,"5","3"
"562",1,1,6,4,6,5,1,3,1,1,2,"4","2"
"564",1,1,2,3,6,2,1,1,1,3,1,"5","3"
"565",1,1,4,4,6,5,1,1,1,3,1,"2","3"
"567",2,1,2,3,6,2,1,1,1,1,1,"5","4"
"568",1,1,3,5,6,3,2,2,1,1,1,"3","4"
"570",1,1,6,5,6,3,1,3,1,1,1,"4","2"
"571",2,1,3,4,2,3,1,2,1,1,1,"2","5"
"572",1,1,2,6,2,3,1,1,1,1,1,"2","5"
"573",2,1,2,4,2,3,1,1,1,1,1,"4","5"
"575",1,1,2,5,6,3,2,1,1,1,1,"2","4"
"577",2,1,2,4,2,3,1,1,1,3,1,"2","5"
"578",1,1,2,4,4,5,1,1,1,1,1,"4","5"
"579",1,1,6,4,6,2,1,3,1,1,1,"5","2"
"580",2,1,2,4,2,2,1,1,1,1,1,"4","5"
"583",2,1,2,4,2,2,1,2,1,1,1,"4","5"
"584",1,1,6,4,6,3,2,3,1,3,1,"3","2"
"585",1,1,2,3,6,3,1,1,1,1,1,"5","4"
"586",1,1,2,5,8,3,2,1,1,1,2,"3","4"
"588",1,2,2,5,2,3,2,1,1,1,2,"1","5"
"590",1,1,6,5,6,3,1,3,1,1,1,"5","2"
"592",1,1,2,4,5,3,1,1,1,7,1,"5","3"
"595",1,1,2,4,6,3,2,1,1,3,1,"5","3"
"596",1,1,2,3,6,2,1,1,1,1,1,"5","4"
"598",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"599",1,1,2,4,2,3,1,1,1,1,1,"4","5"
"600",1,1,2,4,6,5,2,1,1,1,1,"3","4"
"602",2,1,2,4,6,3,1,1,1,1,1,"2","4"
"604",3,1,2,4,6,3,1,2,1,1,1,"2","4"
"605",1,1,2,4,6,5,1,1,1,1,1,"5","4"
"606",1,1,2,4,2,3,1,2,1,1,1,"4","5"
"607",1,1,2,4,6,3,1,2,1,1,1,"3","4"
"608",1,1,2,3,6,2,1,1,1,1,1,"5","4"
"609",2,1,2,5,6,5,2,2,1,3,2,"1","3"
"612",2,1,2,5,6,2,1,1,1,1,1,"2","4"
"614",1,1,2,4,2,3,1,1,1,1,2,"4","5"
"616",3,1,2,4,6,3,1,1,1,1,1,"2","4"
"619",1,1,6,5,6,5,2,3,1,3,2,"4","2"
"620",1,1,2,5,6,8,1,1,1,3,1,"2","3"
"621",1,1,6,5,2,5,1,3,1,1,1,"3","5"
"622",1,2,2,5,6,5,1,1,1,3,1,"2","3"
"624",1,1,2,5,6,3,2,1,1,3,1,"5","3"
"626",1,1,2,6,8,5,2,1,1,3,1,"4","3"
"628",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"629",1,1,2,5,6,3,1,1,1,3,1,"2","3"
"630",1,1,2,4,6,2,1,1,1,7,1,"2","3"
"631",1,1,2,4,6,3,1,1,1,1,1,"3","4"
"633",1,1,2,4,6,3,1,1,1,1,2,"2","4"
"634",1,1,2,4,6,3,1,1,1,3,1,"2","3"
"635",2,1,2,5,6,3,1,1,1,1,1,"1","4"
"636",2,1,2,3,6,5,1,1,1,3,1,"4","3"
"637",1,1,2,5,2,3,2,1,1,1,2,"4","5"
"639",1,1,2,4,6,5,1,1,1,3,1,"2","3"
"640",1,1,2,4,6,5,1,1,1,3,2,"5","3"
"641",2,1,2,4,6,2,1,1,1,1,1,"3","4"
"642",2,1,2,3,6,3,1,1,1,1,1,"2","4"
"643",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"644",1,1,2,5,6,5,2,1,1,3,1,"4","3"
"645",1,1,2,5,6,3,1,1,1,3,1,"1","3"
"646",2,1,2,5,6,3,1,2,1,1,1,"3","4"
